PROBEID	ENTREZID	Coverage	Specificity	Cov_Spec
1554873_at	79848	1	0.7006993007	0.7006993007
1554874_at	4286	0.04	0.7882867133	0.0315314685
1554876_a_at	170591	1	0.7006993007	0.7006993007
1554878_a_at	5825	0.3571428571	0.7882867133	0.281530969
1554880_at	26070	0.25	0.7006993007	0.1751748252
1554883_a_at	1161	0.0465116279	0.6131118881	0.028516832
1554884_at	5558	0.0952380952	0.7006993007	0.0667332667
1554885_a_at	5558	0.1428571429	0.7006993007	0.1000999001
1554886_a_at	22877	0.6	0.7006993007	0.4204195804
1554887_at	101927746	1	0.5853146853	0.5853146853
1554890_a_at	7072	0.7	0.7006993007	0.4904895105
1554891_at	101927129	0.5	0.7006993007	0.3503496503
1554892_a_at	932	0.0100671141	0.8758741259	0.0088175248
1554894_a_at	84105	1	0.7882867133	0.7882867133
1554895_a_at	54933	1	0.7882867133	0.7882867133
1554897_s_at	54933	1	0.7006993007	0.7006993007
1554899_s_at	2207	0.5	0.6131118881	0.3065559441
1554907_a_at	196541	1	0.298951049	0.298951049
1554909_at	339834	1	0.7006993007	0.7006993007
1554912_at	83850	1	0.8758741259	0.8758741259
1554915_a_at	201626	1	0.7882867133	0.7882867133
1554916_a_at	8629	0.375	0.7882867133	0.2956075175
1554918_a_at	10257	0.6666666667	0.7882867133	0.5255244755
1554919_s_at	79846	0.625	0.7882867133	0.4926791958
1554921_a_at	8796	0.75	0.7006993007	0.5255244755
1554922_at	339500	0.5	0.7882867133	0.3941433566
1554930_a_at	2530	0.2222222222	0.5255244755	0.1167832168
1554931_at	284541	0.2	0.6379370629	0.1275874126
1554932_at	151112	1	0.8758741259	0.8758741259
1554937_x_at	283849	1	0.5255244755	0.5255244755
1554938_a_at	26027	1	0.7882867133	0.7882867133
1554942_a_at	57565	1	0.7006993007	0.7006993007
1554952_s_at	91662	1	0.6131118881	0.6131118881
1554953_a_at	114043	1	0.7882867133	0.7882867133
1554957_at	101928921	1	0.6131118881	0.6131118881
1554958_at	121274	1	0.7882867133	0.7882867133
1554960_at	339512	0.75	0.7006993007	0.5255244755
1554961_at	84708	0.2857142857	0.1125874126	0.0321678322
1554962_a_at	2264	0.6666666667	0.5255244755	0.3503496503
1554965_at	11259	0.5454545455	0.7006993007	0.3821996186
1554966_a_at	11259	0.5454545455	0.9634615385	0.5255244755
1554967_at	23181	0.1	0.8758741259	0.0875874126
1554969_x_at	23181	0.6	0.7882867133	0.472972028
1554970_at	204474	1	0.6131118881	0.6131118881
1554973_a_at	57684	1	0.7006993007	0.7006993007
1554974_at	91703	1	0.4379370629	0.4379370629
1554977_at	198437	1	0.6131118881	0.6131118881
1554980_a_at	467	0.0314136126	0.5255244755	0.0165086223
1554982_a_at	54586	1	0.9634615385	0.9634615385
1554985_at	252884	0.75	0.8758741259	0.6569055944
1554986_a_at	399979	1	0.8758741259	0.8758741259
1554988_at	284525	1	0.6727272727	0.6727272727
1554994_at	5897	0.3333333333	0.5255244755	0.1751748252
1554997_a_at	5743	0.0588235294	0.5255244755	0.0309132044
1555002_at	403312	0.3333333333	0.6131118881	0.2043706294
1555003_at	5933	0.0714285714	0.7882867133	0.0563061938
1555004_a_at	5933	0.2142857143	0.7006993007	0.1501498501
1555006_at	144406	1	0.395979021	0.395979021
1555007_s_at	144406	1	0.9634615385	0.9634615385
1555009_a_at	8871	0.7777777778	0.7882867133	0.6131118881
1555014_x_at	285527	1	0.1125874126	0.1125874126
1555015_a_at	57541	1	0.8758741259	0.8758741259
1555016_at	3603	0.3333333333	0.2627622378	0.0875874126
1555018_at	81472	1	0.5255244755	0.5255244755
1555019_at	92211	0.3333333333	0.7882867133	0.2627622378
1555020_a_at	57569	1	0.5255244755	0.5255244755
1555021_a_at	8578	0.25	0.6131118881	0.153277972
1555033_a_at	6002	0.3636363636	0.7882867133	0.2866497139
1555034_at	7401	0.2222222222	0.9634615385	0.2141025641
1555035_a_at	7401	0.3333333333	0.6131118881	0.2043706294
1555037_a_at	3417	0.1764705882	0.7006993007	0.1236528178
1555039_a_at	10257	0.6666666667	0.7006993007	0.4671328671
1555040_at	253128	1	0.5255244755	0.5255244755
1555041_a_at	4668	0.1142857143	0.7006993007	0.0800799201
1555043_at	222662	1	0.6131118881	0.6131118881
1555044_a_at	131377	1	0.8758741259	0.8758741259
1555048_a_at	54084	1	0.7882867133	0.7882867133
1555049_at	54084	0.3333333333	0.9634615385	0.3211538462
1555052_a_at	143425	1	0.6131118881	0.6131118881
1555058_a_at	9926	0.3571428571	0.5255244755	0.1876873127
1555060_a_at	22807	1	0.7006993007	0.7006993007
1555062_s_at	84705	0.2105263158	0.6131118881	0.129076187
1555071_at	7092	0.2	0.7882867133	0.1576573427
1555074_a_at	27133	1	0.7006993007	0.7006993007
1555078_at	283933	1	0.7882867133	0.7882867133
1555082_a_at	79858	1	0.6131118881	0.6131118881
1555090_x_at	130827	0.3333333333	0.7183566434	0.2394522145
1555096_at	285555	1	0.7006993007	0.7006993007
1555097_a_at	5737	0.4285714286	0.5255244755	0.2252247752
1555098_a_at	783	0.0869565217	0.8758741259	0.0761629675
1555105_a_at	57708	0.8666666667	0.6131118881	0.5313636364
1555106_a_at	51496	1	0.6131118881	0.6131118881
1555107_a_at	57654	0.75	0.6131118881	0.4598339161
1555110_a_at	26249	1	0.7006993007	0.7006993007
1555112_a_at	57821	1	0.7882867133	0.7882867133
1555118_at	956	0.0069444444	0.6131118881	0.0042577214
1555122_at	166647	1	0.5255244755	0.5255244755
1555123_at	84620	1	0.8758741259	0.8758741259
1555125_at	94104	1	0.3503496503	0.3503496503
1555127_at	23500	1	0.0875874126	0.0875874126
1555131_a_at	8863	0.5882352941	0.7006993007	0.4121760592
1555132_at	101928787	1	0.6131118881	0.6131118881
1555133_at	171482	1	0.6131118881	0.6131118881
1555137_a_at	55785	1	0.7882867133	0.7882867133
1555139_a_at	56957	0.25	0.7006993007	0.1751748252
1555140_a_at	599	0.0111731844	0.8758741259	0.0097863031
1555141_a_at	150159	1	0.9634615385	0.9634615385
1555142_at	150159	0.25	0.4066433566	0.1016608392
1555146_at	1386	0.0588235294	0.7006993007	0.0412176059
1555148_a_at	130951	1	0.7006993007	0.7006993007
1555153_s_at	115548	1	0.7006993007	0.7006993007
1555154_a_at	9444	0.7142857143	0.7006993007	0.5004995005
1555165_a_at	54858	1	0.6131118881	0.6131118881
1555166_a_at	252884	1	0.6131118881	0.6131118881
1555167_s_at	10135	1	0.8758741259	0.8758741259
1555168_a_at	83698	1	0.7882867133	0.7882867133
1555171_at	246269	1	0.1125874126	0.1125874126
1555173_at	415117	1	0.8758741259	0.8758741259
1555175_a_at	64081	1	0.7006993007	0.7006993007
1555185_x_at	7014	0.8	0.3503496503	0.2802797203
1555188_at	100874107	1	0.5888111888	0.5888111888
1555191_a_at	9457	0.15	0.8479020979	0.1271853147
1555193_a_at	11179	1	0.8758741259	0.8758741259
1555196_at	100287114	1	0.5991258741	0.5991258741
1555197_a_at	54058	0.1666666667	0.7006993007	0.1167832168
1555198_x_at	54058	1	0.4379370629	0.4379370629
1555201_a_at	55005	0.3333333333	0.8758741259	0.291958042
1555202_a_at	55197	1	0.6131118881	0.6131118881
1555203_s_at	80736	1	0.8409090909	0.8409090909
1555212_at	26493	1	0.4379370629	0.4379370629
1555214_a_at	64581	0.7142857143	0.9634615385	0.6881868132
1555215_a_at	11255	1	0.7006993007	0.7006993007
1555216_a_at	103689912	1	0.4379370629	0.4379370629
1555217_at	55284	0.3333333333	0.8758741259	0.291958042
1555220_a_at	83592	0.875	0.7006993007	0.6131118881
1555221_at	101927122	1	0.7882867133	0.7882867133
1555222_a_at	101927122	1	0.6131118881	0.6131118881
1555224_at	554201	1	0.9634615385	0.9634615385
1555225_at	25912	0.2	0.7882867133	0.1576573427
1555226_s_at	25912	1	0.6131118881	0.6131118881
1555227_a_at	79694	1	0.1751748252	0.1751748252
1555229_a_at	716	0.0150753769	0.7006993007	0.010563306
1555233_at	57381	1	0.9494755245	0.9494755245
1555234_a_at	57381	1	0.4379370629	0.4379370629
1555235_s_at	401067	1	0.7882867133	0.7882867133
1555236_a_at	5225	0.3333333333	0.7006993007	0.2335664336
1555238_at	113091	1	0.4379370629	0.4379370629
1555240_s_at	55970	1	0.9634615385	0.9634615385
1555241_at	401466	1	0.5255244755	0.5255244755
1555243_x_at	401466	1	0.4379370629	0.4379370629
1555245_s_at	94137	1	0.5255244755	0.5255244755
1555246_a_at	6323	0.8	0.8758741259	0.7006993007
1555247_a_at	51735	0.6666666667	0.7006993007	0.4671328671
1555248_a_at	65267	1	0.7882867133	0.7882867133
1555250_a_at	22849	0.75	0.7006993007	0.5255244755
1555251_a_at	9381	1	0.7921328671	0.7921328671
1555252_a_at	80036	0.8	0.8758741259	0.7006993007
1555253_at	84570	0.3333333333	0.7006993007	0.2335664336
1555255_a_at	9677	0.4	0.7882867133	0.3153146853
1555257_a_at	140469	0.4285714286	0.7882867133	0.3378371628
1555262_a_at	9223	0.5789473684	0.7882867133	0.4563765182
1555266_a_at	55252	0.75	0.7882867133	0.591215035
1555267_at	2894	0.0769230769	0.6202797203	0.0477138246
1555268_a_at	2894	0.0769230769	0.3503496503	0.0269499731
1555269_a_at	55107	1	0.5255244755	0.5255244755
1555270_a_at	7466	0.2857142857	0.7882867133	0.2252247752
1555271_a_at	7015	0.2222222222	0.7006993007	0.1557109557
1555274_a_at	85465	1	0.5255244755	0.5255244755
1555275_a_at	89857	1	0.7882867133	0.7882867133
1555277_a_at	57835	1	0.5255244755	0.5255244755
1555278_a_at	9793	0.4	0.7006993007	0.2802797203
1555279_at	25852	0.2222222222	0.7006993007	0.1557109557
1555281_x_at	25852	0.2222222222	0.7006993007	0.1557109557
1555282_a_at	133522	1	0.7006993007	0.7006993007
1555292_at	57464	0.25	0.7882867133	0.1970716783
1555294_a_at	23085	1	0.7006993007	0.7006993007
1555298_a_at	200403	0.5714285714	0.5255244755	0.3002997003
1555299_s_at	30816	1	0.6131118881	0.6131118881
1555300_a_at	116931	1	0.6131118881	0.6131118881
1555301_a_at	23181	0.2	0.5255244755	0.1051048951
1555304_a_at	27133	1	0.7882867133	0.7882867133
1555306_a_at	9718	0.2857142857	0.8618881119	0.2462537463
1555308_at	79092	0.5	0.2627622378	0.1313811189
1555309_a_at	79092	1	0.6131118881	0.6131118881
1555310_a_at	56924	1	0.6131118881	0.6131118881
1555313_a_at	4168	0.5833333333	0.8758741259	0.5109265734
1555315_a_at	4117	0.5	0.5255244755	0.2627622378
1555316_a_at	90134	1	0.8758741259	0.8758741259
1555320_a_at	23166	1	0.6131118881	0.6131118881
1555325_s_at	7574	0.1428571429	0.7006993007	0.1000999001
1555326_a_at	8754	1	0.7006993007	0.7006993007
1555332_at	121278	0.3333333333	0.5255244755	0.1751748252
1555334_s_at	64924	0.5	0.5255244755	0.2627622378
1555336_a_at	3680	0.0333333333	0.5255244755	0.0175174825
1555337_a_at	57693	1	0.8758741259	0.8758741259
1555338_s_at	89872	1	0.8758741259	0.8758741259
1555342_a_at	8633	0.1428571429	0.6131118881	0.0875874126
1555343_at	84466	1	0.6131118881	0.6131118881
1555345_at	55089	1	0.6131118881	0.6131118881
1555347_at	23042	0.0416666667	0.6867132867	0.0286130536
1555348_at	339488	1	0.7882867133	0.7882867133
1555349_a_at	3689	0.1666666667	0.6131118881	0.1021853147
1555350_at	51535	0.1818181818	0.2627622378	0.0477749523
1555351_s_at	51535	0.1818181818	0.8758741259	0.1592498411
1555355_a_at	2113	0.6666666667	0.8758741259	0.5839160839
1555357_at	168400	1	0.75	0.75
1555358_a_at	9583	0.0833333333	0.7882867133	0.0656905594
1555360_a_at	55735	1	0.2627622378	0.2627622378
1555370_a_at	23261	0.5	0.7006993007	0.3503496503
1555371_at	340273	0.5	0.7882867133	0.3941433566
1555378_at	80174	0.25	0.6131118881	0.153277972
1555382_at	79983	0.5	0.9634615385	0.4817307692
1555383_a_at	79983	1	0.8758741259	0.8758741259
1555384_a_at	113251	0.8571428571	0.6131118881	0.5255244755
1555385_at	2583	0.04	0.4379370629	0.0175174825
1555388_s_at	83891	1	0.7882867133	0.7882867133
1555390_at	161424	1	0.5185314685	0.5185314685
1555395_at	9590	0.1428571429	0.6867132867	0.0981018981
1555396_s_at	340602	1	0.7882867133	0.7882867133
1555399_a_at	80824	1	0.7006993007	0.7006993007
1555401_at	54937	0.5	0.7708041958	0.3854020979
1555403_a_at	28513	0.8	0.5255244755	0.4204195804
1555404_a_at	90527	0.9545454545	0.2627622378	0.2508184997
1555407_s_at	89846	0.75	0.8758741259	0.6569055944
1555408_at	58508	1	0.911013986	0.911013986
1555409_a_at	58508	1	0.3503496503	0.3503496503
1555411_a_at	57018	0.75	0.8758741259	0.6569055944
1555416_a_at	247	0.0150753769	0.6131118881	0.0092428928
1555417_a_at	80835	1	0.7882867133	0.7882867133
1555419_a_at	427	0.0183486239	0.8758741259	0.0160710849
1555420_a_at	8609	0.7	0.7006993007	0.4904895105
1555425_x_at	85464	0.6666666667	0.2627622378	0.1751748252
1555426_a_at	55593	1	0.7882867133	0.7882867133
1555427_s_at	10492	0.3333333333	0.5255244755	0.1751748252
1555431_a_at	133396	0.8571428571	0.8758741259	0.7507492507
1555433_at	23516	0.1	0.4379370629	0.0437937063
1555434_a_at	23516	1	0.7006993007	0.7006993007
1555436_a_at	27125	0.6666666667	0.6131118881	0.4087412587
1555437_at	124454	0.5	0.6131118881	0.3065559441
1555439_at	9330	0.2	0.7882867133	0.1576573427
1555443_at	374355	1	0.8618881119	0.8618881119
1555444_a_at	4660	0.2272727273	0.8758741259	0.1990623013
1555447_at	221188	1	0.2452797203	0.2452797203
1555450_a_at	79612	1	0.5255244755	0.5255244755
1555460_a_at	25800	1	0.8758741259	0.8758741259
1555462_at	151242	0.6666666667	0.7882867133	0.5255244755
1555463_a_at	84181	0.8	0.5255244755	0.4204195804
1555465_at	255231	1	0.7006993007	0.7006993007
1555467_a_at	10658	1	0.7882867133	0.7882867133
1555469_a_at	23122	1	0.7006993007	0.7006993007
1555470_a_at	9647	0.1	0.6131118881	0.0613111888
1555471_a_at	56776	1	0.8758741259	0.8758741259
1555478_at	388407	1	0.6867132867	0.6867132867
1555480_a_at	54751	1	0.9634615385	0.9634615385
1555483_x_at	54751	1	0.7882867133	0.7882867133
1555486_a_at	79899	1	0.6131118881	0.6131118881
1555487_a_at	57180	1	0.8758741259	0.8758741259
1555490_s_at	79849	0.6666666667	0.6131118881	0.4087412587
1555492_a_at	144453	0.8181818182	0.7006993007	0.5732994278
1555495_a_at	10283	1	0.7006993007	0.7006993007
1555497_a_at	1580	0.1428571429	0.8758741259	0.1251248751
1555499_a_at	163702	1	0.7006993007	0.7006993007
1555500_s_at	56731	1	0.0875874126	0.0875874126
1555501_s_at	51319	1	0.7006993007	0.7006993007
1555503_a_at	9911	0.6	0.8758741259	0.5255244755
1555505_a_at	7299	0.0476190476	0.9634615385	0.0458791209
1555509_a_at	284427	1	0.7006993007	0.7006993007
1555513_at	79598	1	0.1857692308	0.1857692308
1555514_a_at	9063	0.4545454545	0.7882867133	0.3583121424
1555515_a_at	10712	1	0.9634615385	0.9634615385
1555517_at	2567	0.1	0.6902097902	0.069020979
1555522_s_at	51072	1	0.7882867133	0.7882867133
1555523_a_at	79443	0.8	0.8339160839	0.6671328671
1555526_a_at	23157	1	0.7006993007	0.7006993007
1555533_at	84109	1	0.6131118881	0.6131118881
1555535_at	128859	1	0.7638111888	0.7638111888
1555536_at	118429	1	0.8515734266	0.8515734266
1555538_s_at	171483	1	0.7882867133	0.7882867133
1555542_at	134265	1	0.3503496503	0.3503496503
1555543_a_at	23155	1	0.7006993007	0.7006993007
1555544_a_at	253559	1	0.5255244755	0.5255244755
1555546_a_at	23275	0.25	0.7882867133	0.1970716783
1555550_at	353174	1	0.0875874126	0.0875874126
1555553_a_at	10864	1	0.7006993007	0.7006993007
1555557_a_at	10188	0.75	0.7882867133	0.591215035
1555559_s_at	29761	0.8	0.8758741259	0.7006993007
1555561_a_at	55757	1	0.7006993007	0.7006993007
1555562_a_at	84186	0.8	0.6131118881	0.4904895105
1555564_a_at	3426	0.1538461538	0.4379370629	0.0673749328
1555565_s_at	6892	0.4285714286	0.7882867133	0.3378371628
1555567_s_at	56203	1	0.7882867133	0.7882867133
1555569_a_at	154881	1	0.7006993007	0.7006993007
1555571_at	83943	0.3333333333	0.7006993007	0.2335664336
1555575_a_at	10945	1	0.4379370629	0.4379370629
1555578_at	5797	0.6666666667	0.2001748252	0.1334498834
1555579_s_at	5797	0.6666666667	0.7006993007	0.4671328671
1555581_a_at	8626	0.2142857143	0.7882867133	0.1689185814
1555585_a_at	153745	1	0.9634615385	0.9634615385
1555587_at	23024	0.5	0.3503496503	0.1751748252
1555590_a_at	2623	0.0434782609	0.7882867133	0.0342733354
1555594_a_at	4154	0.8571428571	0.7882867133	0.6756743257
1555595_at	79634	1	0.7882867133	0.7882867133
1555598_a_at	142679	1	0.7882867133	0.7882867133
1555600_s_at	80832	1	0.7882867133	0.7882867133
1555602_a_at	1995	0.3333333333	0.7882867133	0.2627622378
1555606_a_at	284161	1	0.6131118881	0.6131118881
1555608_at	65981	1	0.5991258741	0.5991258741
1555609_a_at	64393	1	0.6131118881	0.6131118881
1555611_s_at	4152	0.4444444444	0.7006993007	0.3114219114
1555612_s_at	2538	0.0444444444	0.7006993007	0.0311421911
1555613_a_at	7535	0.3333333333	0.7006993007	0.2335664336
1555618_s_at	10055	0.8	0.6131118881	0.4904895105
1555620_a_at	5739	0.2	0.5255244755	0.1051048951
1555624_a_at	54434	0.6666666667	0.7006993007	0.4671328671
1555626_a_at	6504	0.6666666667	0.5255244755	0.3503496503
1555628_a_at	84868	1	0.7006993007	0.7006993007
1555630_a_at	83871	0.8	0.7882867133	0.6306293706
1555634_a_at	353514	0.5	0.5255244755	0.2627622378
1555636_at	146894	0.25	0.6131118881	0.153277972
1555638_a_at	64092	1	0.5255244755	0.5255244755
1555639_a_at	10432	1	0.6131118881	0.6131118881
1555640_at	267012	0.25	0.5115384615	0.1278846154
1555643_s_at	353514	1	0.7882867133	0.7882867133
1555647_a_at	93986	0.375	0.7882867133	0.2956075175
1555650_at	339451	1	0.6867132867	0.6867132867
1555651_at	144124	1	0.0875874126	0.0875874126
1555655_at	283297	1	0.3503496503	0.3503496503
1555656_at	146894	0.5	0.3503496503	0.1751748252
1555659_a_at	340205	1	0.5255244755	0.5255244755
1555661_at	283159	1	0.6131118881	0.6131118881
1555662_s_at	267012	1	0.6131118881	0.6131118881
1555668_a_at	5071	0.0576923077	0.8758741259	0.0505311996
1555673_at	730755	1	0.5255244755	0.5255244755
1555675_at	414899	1	0.6131118881	0.6131118881
1555676_s_at	219409	1	0.7882867133	0.7882867133
1555677_s_at	8243	1	0.7006993007	0.7006993007
1555679_a_at	84816	1	0.7006993007	0.7006993007
1555680_a_at	54498	1	0.9634615385	0.9634615385
1555685_at	11234	0.7142857143	0.1926923077	0.1376373626
1555687_a_at	170482	1	0.7006993007	0.7006993007
1555688_s_at	84174	1	0.6131118881	0.6131118881
1555694_a_at	30818	1	0.5255244755	0.5255244755
1555695_a_at	7401	0.3333333333	0.6131118881	0.2043706294
1555697_at	404665	1	0.1688811189	0.1688811189
1555702_a_at	6487	0.8571428571	0.7882867133	0.6756743257
1555703_at	6487	0.2380952381	0.4379370629	0.1042707293
1555705_a_at	123920	1	0.8758741259	0.8758741259
1555715_a_at	11255	1	0.7006993007	0.7006993007
1555716_a_at	1525	0.1428571429	0.0875874126	0.0125124875
1555719_a_at	89876	0.75	0.2627622378	0.1970716783
1555724_s_at	6876	0.6666666667	0.7882867133	0.5255244755
1555725_a_at	8490	0.1	0.5255244755	0.0525524476
1555728_a_at	51338	1	0.3503496503	0.3503496503
1555729_a_at	30835	1	0.5255244755	0.5255244755
1555730_a_at	1072	0.0277777778	0.7812937063	0.021702603
1555731_a_at	130340	1	0.9634615385	0.9634615385
1555733_s_at	130340	1	0.9634615385	0.9634615385
1555734_x_at	130340	1	0.6131118881	0.6131118881
1555735_a_at	8314	0.1428571429	0.6131118881	0.0875874126
1555736_a_at	57085	1	0.7006993007	0.7006993007
1555737_a_at	9622	0.5	0.7006993007	0.3503496503
1555738_at	113540	1	0.5853146853	0.5853146853
1555740_a_at	56246	1	0.8758741259	0.8758741259
1555741_at	56246	0.3333333333	0.0875874126	0.0291958042
1555745_a_at	4069	0.0068965517	0.5255244755	0.0036243067
1555751_a_at	79760	1	0.7006993007	0.7006993007
1555752_at	246744	1	0.5255244755	0.5255244755
1555754_s_at	1822	1	0.4379370629	0.4379370629
1555756_a_at	64581	0.8571428571	0.7882867133	0.6756743257
1555758_a_at	1033	0.0491803279	0.9634615385	0.0473833544
1555759_a_at	6352	0.2857142857	0.7882867133	0.2252247752
1555760_a_at	64783	0.5	0.7006993007	0.3503496503
1555761_x_at	64783	0.5	0.3295454545	0.1647727273
1555762_s_at	64783	1	0.8758741259	0.8758741259
1555763_x_at	57591	0.7142857143	0.3503496503	0.2502497502
1555764_s_at	26519	1	0.7006993007	0.7006993007
1555765_a_at	2786	0.1136363636	0.7006993007	0.0796249205
1555766_a_at	54331	1	0.4379370629	0.4379370629
1555772_a_at	993	0.016194332	0.7882867133	0.0127657767
1555773_at	254240	1	0.7882867133	0.7882867133
1555774_at	326340	1	0.6131118881	0.6131118881
1555775_a_at	326340	1	0.7882867133	0.7882867133
1555777_at	10631	0.625	0.3893356643	0.2433347902
1555778_a_at	10631	1	0.8758741259	0.8758741259
1555779_a_at	973	0.0120481928	0.5255244755	0.0063316202
1555781_at	54896	1	0.8758741259	0.8758741259
1555783_x_at	54896	1	0.7006993007	0.7006993007
1555784_s_at	3654	0.3076923077	0.6131118881	0.1886498117
1555785_a_at	54464	0.6666666667	0.6131118881	0.4087412587
1555787_at	79864	0.2	0.8758741259	0.1751748252
1555788_a_at	57761	1	0.7882867133	0.7882867133
1555789_s_at	79142	1	0.7882867133	0.7882867133
1555790_a_at	201931	1	0.7882867133	0.7882867133
1555792_a_at	164592	1	0.5255244755	0.5255244755
1555793_a_at	284406	0.2857142857	0.7882867133	0.2252247752
1555794_at	100506084	0.0909090909	0.2461538462	0.0223776224
1555797_a_at	10092	1	0.8758741259	0.8758741259
1555800_at	151126	1	0.7882867133	0.7882867133
1555801_s_at	151126	1	0.7882867133	0.7882867133
1555803_a_at	55216	0.8888888889	0.7882867133	0.7006993007
1555804_a_at	80122	1	0.7006993007	0.7006993007
1555807_a_at	4340	0.625	0.3503496503	0.2189685315
1555808_a_at	55218	1	0.4379370629	0.4379370629
1555811_at	397	0.0064935065	0.1723776224	0.0011193352
1555812_a_at	397	0.0064935065	0.6131118881	0.003981246
1555814_a_at	387	0.0037878788	0.6131118881	0.0023223935
1555815_a_at	83746	1	0.5255244755	0.5255244755
1555819_s_at	201191	1	0.6131118881	0.6131118881
1555820_a_at	54903	1	0.7006993007	0.7006993007
1555821_a_at	84335	1	0.7006993007	0.7006993007
1555823_at	23241	0.25	0.5255244755	0.1313811189
1555824_a_at	23241	0.25	0.6131118881	0.153277972
1555826_at	332	0.0136363636	0.8758741259	0.0119437381
1555830_s_at	57488	1	0.8758741259	0.8758741259
1555831_s_at	10489	1	0.5255244755	0.5255244755
1555832_s_at	1316	0.1363636364	0.7882867133	0.1074936427
1555833_a_at	126298	0.3333333333	0.5255244755	0.1751748252
1555837_s_at	5431	0.1666666667	0.7006993007	0.1167832168
1555839_a_at	152118	1	0.6131118881	0.6131118881
1555841_at	91283	1	0.7006993007	0.7006993007
1555842_at	9266	0.1666666667	0.8758741259	0.145979021
1555844_s_at	4670	0.2857142857	0.8688811189	0.2482517483
1555847_a_at	284454	1	0.6131118881	0.6131118881
1555851_s_at	6415	0.1	0.7006993007	0.0700699301
1555853_at	6890	0.2857142857	0.4559440559	0.1302697303
1555854_at	1646	0.0606060606	0.6131118881	0.0371582962
1555858_at	152110	0.5	0.298951049	0.1494755245
1555860_x_at	152110	0.5	0.2391608392	0.1195804196
1555864_s_at	5160	0.1219512195	0.6131118881	0.0747697425
1555865_at	255512	1	0.8758741259	0.8758741259
1555866_a_at	284004	1	0.7006993007	0.7006993007
1555867_at	2786	0.1136363636	0.6131118881	0.0696718055
1555870_at	388591	1	0.5255244755	0.5255244755
1555875_at	57522	1	0.6131118881	0.6131118881
1555880_at	405754	1	0.5255244755	0.5255244755
1555881_s_at	84445	1	0.1751748252	0.1751748252
1555882_at	169981	1	0.9634615385	0.9634615385
1555883_s_at	169981	1	0.6131118881	0.6131118881
1555888_at	51366	0.2857142857	0.6131118881	0.1751748252
1555889_a_at	10491	1	0.4379370629	0.4379370629
1555894_s_at	92154	1	0.8758741259	0.8758741259
1555895_at	11018	1	0.5255244755	0.5255244755
1555896_a_at	8751	0.7272727273	0.5255244755	0.3821996186
1555902_at	114928	0.1666666667	0.4309440559	0.0718240093
1555905_a_at	285343	0.2857142857	0.9634615385	0.2752747253
1555906_s_at	285343	0.2857142857	0.7006993007	0.2001998002
1555907_at	100130776	1	0.2627622378	0.2627622378
1555908_at	23196	0.2	0.6131118881	0.1226223776
1555910_at	79810	1	0.7882867133	0.7882867133
1555913_at	54856	0.9090909091	0.6131118881	0.5573744437
1555914_a_at	54932	0.8	0.6131118881	0.4904895105
1555922_at	399726	1	0.4379370629	0.4379370629
1555923_a_at	399726	1	0.7882867133	0.7882867133
1555933_at	90231	0.1666666667	0.3363636364	0.0560606061
1555935_s_at	30811	1	0.7006993007	0.7006993007
1555943_at	192111	0.6666666667	0.4379370629	0.291958042
1555945_s_at	23196	0.6	0.5255244755	0.3153146853
1555948_s_at	23196	0.6	0.5115384615	0.3069230769
1555950_a_at	1604	0.1363636364	0.5255244755	0.0716624285
1555953_at	80781	1	0.6131118881	0.6131118881
1555958_at	55118	0.5	0.7882867133	0.3941433566
1555961_a_at	3094	0.1111111111	0.7006993007	0.0778554779
1555962_at	93010	0.1333333333	0.7006993007	0.0934265734
1555963_x_at	93010	0.1333333333	0.5255244755	0.0700699301
1555964_at	51326	0.1	0.3503496503	0.035034965
1555971_s_at	23219	1	0.5255244755	0.5255244755
1555972_s_at	23219	1	0.7882867133	0.7882867133
1555979_at	100130417	1	0.6131118881	0.6131118881
1555980_a_at	100130417	1	0.7006993007	0.7006993007
1555982_at	9765	0.1666666667	0.7006993007	0.1167832168
1555985_at	124773	1	0.6131118881	0.6131118881
1555989_at	23002	0.6666666667	0.7006993007	0.4671328671
1555990_at	150297	1	0.9634615385	0.9634615385
1555991_s_at	150297	0.5	0.7006993007	0.3503496503
1555994_at	100874195	1	0.6131118881	0.6131118881
1555996_s_at	619568	0.1666666667	0.3211538462	0.053525641
209674_at	1407	0.0277777778	0.7707692308	0.0214102564
209675_s_at	11100	1	0.8758741259	0.8758741259
209676_at	7035	0.2666666667	0.6131118881	0.1634965035
209677_at	5584	0.0333333333	0.5991258741	0.0199708625
209678_s_at	5584	0.0333333333	0.8758741259	0.0291958042
209679_s_at	57228	1	0.7882867133	0.7882867133
209680_s_at	3833	0.5	0.8758741259	0.4379370629
209681_at	10560	1	0.6131118881	0.6131118881
209682_at	868	0.03125	0.5255244755	0.0164226399
209683_at	81553	1	0.7882867133	0.7882867133
209684_at	54453	1	0.6131118881	0.6131118881
209685_s_at	5579	0.02	0.8758741259	0.0175174825
209686_at	6285	0.1111111111	0.5255244755	0.0583916084
209687_at	6387	0.0909090909	0.6131118881	0.0557374444
209688_s_at	54520	1	0.7006993007	0.7006993007
209689_at	54520	1	0.8618881119	0.8618881119
209690_s_at	55715	1	0.7006993007	0.7006993007
209691_s_at	55715	1	0.7882867133	0.7882867133
209692_at	2139	0.2222222222	0.6624125874	0.1472027972
209693_at	23245	0.3333333333	0.5255244755	0.1751748252
