PROBEID	ENTREZID	Coverage	Specificity	Cov_Spec
ILMN_2135339 285382 1 0.996 0.996
ILMN_1702965 5149 1 0.996 0.996
ILMN_3231804 100996648 1 0.996 0.996
ILMN_3182898 100996648 1 0.996 0.996
ILMN_1731862 80760 1 0.996 0.996
ILMN_1789384 169714 1 0.996 0.996
ILMN_2072603 64928 1 0.996 0.996
ILMN_2049727 51526 1 0.996 0.996
ILMN_2227968 4913 1 0.996 0.996
ILMN_1675406 84513 0.666666666666667 0.996 0.664
ILMN_3246051 102723783 1 0.784666666666667 0.784666666666667
ILMN_3285429 101928424 1 0.996 0.996
ILMN_1801119 596 0.5 0.996 0.498
ILMN_2246956 596 0.5 0.996 0.498
ILMN_2382121 4952 0.666666666666667 0.996 0.664
ILMN_2175112 3790 1 0.996 0.996
ILMN_2175114 3790 1 0.996 0.996
ILMN_1666885 546 1 0.996 0.996
ILMN_3246625 23349 0.666666666666667 0.996 0.664
ILMN_2289825 10777 0.5 0.996 0.498
ILMN_1754501 339804 1 0.996 0.996
ILMN_1773927 283416 1 0.996 0.996
ILMN_2348194 29789 1 0.996 0.996
ILMN_2190684 131544 1 0.996 0.996
ILMN_1670322 115548 1 0.996 0.996
ILMN_1782222 23325 0.8 0.996 0.7968
ILMN_1757072 2280 0.666666666666667 0.917 0.611333333333333
ILMN_1685663 1591 1 0.996 0.996
ILMN_1715991 8436 1 0.996 0.996
ILMN_1711374 4185 1 0.996 0.996
ILMN_1678052 55009 1 0.996 0.996
ILMN_1740490 284406 1 0.996 0.996
ILMN_1761042 390162 1 0.996 0.996
ILMN_1688611 730109 1 0.838 0.838
ILMN_1686889 619208 1 0.996 0.996
ILMN_1773964 8971 1 0.996 0.996
ILMN_1771043 863 0.75 0.996 0.747
ILMN_3235642 5591 1 0.857 0.857
ILMN_1735658 25914 1 0.996 0.996
ILMN_3250147 199777 1 0.996 0.996
ILMN_1794823 199777 0.5 0.996 0.498
ILMN_3309804 494336 1 0.996 0.996
ILMN_1705019 2668 1 0.996 0.996
ILMN_1749838 7593 1 0.996 0.996
ILMN_1718477 7380 1 0.996 0.996
ILMN_2323848 50855 1 0.996 0.996
ILMN_1672000 374860 1 0.93675 0.93675
ILMN_1736951 79598 1 0.996 0.996
ILMN_2339779 529 1 0.996 0.996
ILMN_1798485 529 1 0.996 0.996
ILMN_1800031 57828 1 0.996 0.996
ILMN_1662155 5590 0.166666666666667 0.996 0.166
ILMN_1806635 400804 1 0.758 0.758
ILMN_1700382 3198 0.5 0.996 0.498
ILMN_1813028 23468 1 0.996 0.996
ILMN_1804861 445328 1 0.917 0.917
ILMN_2066124 10939 1 0.996 0.996
ILMN_1715745 401612 0.5 0.996 0.498
ILMN_1714028 386683 1 0.996 0.996
ILMN_1766045 51100 1 0.996 0.996
ILMN_3310543 100302172 1 0.996 0.996
ILMN_1793300 391475 1 0.996 0.996
ILMN_1815326 80323 1 0.996 0.996
ILMN_2203876 80323 1 0.996 0.996
ILMN_1678707 8148 1 0.996 0.996
ILMN_1691966 400579 0.333333333333333 0.996 0.332
ILMN_3179802 100130015 1 0.996 0.996
ILMN_1657044 147323 1 0.996 0.996
ILMN_2396691 10142 1 0.996 0.996
ILMN_1794875 84803 1 0.996 0.996
ILMN_1774884 606553 1 0.996 0.996
ILMN_1745817 4745 1 0.996 0.996
ILMN_2194882 254251 0.5 0.996 0.498
ILMN_1803564 54432 1 0.996 0.996
ILMN_2052163 54432 1 0.996 0.996
ILMN_1760493 55679 1 0.996 0.996
ILMN_2351902 6606 1 0.996 0.996
ILMN_2351893 6606 1 0.808 0.808
ILMN_1724236 2529 1 0.996 0.996
ILMN_1651848 6453 0.142857142857143 0.996 0.142285714285714
ILMN_1672741 6453 0.714285714285714 0.996 0.711428571428571
ILMN_1744472 283685 0.666666666666667 0.679 0.452666666666667
ILMN_2187830 902 1 0.996 0.996
ILMN_1742250 902 1 0.996 0.996
ILMN_1696713 23649 1 0.996 0.996
ILMN_1660552 653 0.5 0.996 0.498
ILMN_3226059 10408 0.5 0.996 0.498
ILMN_1737211 199704 1 0.996 0.996
ILMN_1710536 645369 1 0.996 0.996
ILMN_2236726 645369 1 0.996 0.996
ILMN_1653573 100128420 1 0.996 0.996
ILMN_1671076 577 1 0.996 0.996
ILMN_1666777 6474 1 0.996 0.996
ILMN_1702979 6474 1 0.996 0.996
ILMN_1702780 55623 1 0.738 0.738
ILMN_3307312 390963 1 0.996 0.996
ILMN_1692080 56172 0.5 0.996 0.498
ILMN_1763901 84677 1 0.996 0.996
ILMN_3308808 406919 1 0.996 0.996
ILMN_2137312 3762 1 0.996 0.996
ILMN_1663399 7079 1 0.996 0.996
ILMN_1665100 5742 0.444444444444444 0.996 0.442666666666667
ILMN_1754235 51006 1 0.996 0.996
ILMN_1797604 10487 1 0.996 0.996
ILMN_2106265 284161 0.333333333333333 0.996 0.332
ILMN_3241661 127255 0.2 0.996 0.1992
ILMN_1662147 149175 1 0.996 0.996
ILMN_1709605 149175 0.666666666666667 0.996 0.664
ILMN_1797522 1845 1 0.996 0.996
ILMN_1795467 399715 1 0.996 0.996
ILMN_1683054 401242 1 0.996 0.996
ILMN_1759003 29934 1 0.996 0.996
ILMN_3252359 9274 0.5 0.996 0.498
ILMN_1703622 5479 1 0.996 0.996
ILMN_1767892 11266 1 0.996 0.996
ILMN_3244501 222696 0.5 0.996 0.498
ILMN_1674985 55092 1 0.996 0.996
ILMN_3277199 346007 0.5 0.996 0.498
ILMN_2350301 5542 0.666666666666667 0.9665 0.644333333333333
ILMN_2097421 51258 1 0.996 0.996
ILMN_1709204 50856 1 0.996 0.996
ILMN_2284744 3176 0.333333333333333 0.996 0.332
ILMN_3308773 100302149 1 0.699 0.699
ILMN_1806242 5662 1 0.996 0.996
ILMN_1722620 441058 1 0.98125 0.98125
ILMN_1682100 285313 0.875 0.996 0.8715
ILMN_3249356 619434 1 0.996 0.996
ILMN_1733674 29123 0.875 0.996 0.8715
ILMN_3294741 1517 1 0.996 0.996
ILMN_2337880 9542 0.857142857142857 0.996 0.853714285714286
ILMN_3252418 84850 1 0.996 0.996
ILMN_1768913 7247 1 0.996 0.996
ILMN_3309674 494325 1 0.996 0.996
ILMN_1712718 10380 1 0.996 0.996
ILMN_1723874 64968 1 0.996 0.996
ILMN_1725910 1271 0.833333333333333 0.996 0.83
ILMN_1810652 92255 0.5 0.996 0.498
ILMN_2075829 92255 0.5 0.996 0.498
ILMN_1741462 81889 0.333333333333333 0.996 0.332
ILMN_1786989 84504 1 0.996 0.996
ILMN_1732584 388336 1 0.996 0.996
ILMN_1798582 2886 0.4 0.996 0.3984
ILMN_1740762 2886 1 0.996 0.996
ILMN_3233205 84973 0.333333333333333 0.996 0.332
ILMN_2298577 9096 1 0.996 0.996
ILMN_1808457 9096 1 0.996 0.996
ILMN_1706818 63892 0.75 0.996 0.747
ILMN_1811624 63892 0.625 0.996 0.6225
ILMN_1780699 57215 1 0.996 0.996
ILMN_1814562 390265 1 0.996 0.996
ILMN_3233739 286042 0.5 0.996 0.498
ILMN_1687023 10052 1 0.996 0.996
ILMN_1789950 128826 1 0.996 0.996
ILMN_1755318 8331 1 0.996 0.996
ILMN_1814208 4193 0.375 0.996 0.3735
ILMN_1736829 4193 1 0.996 0.996
ILMN_1763875 23 0.5 0.996 0.498
ILMN_2392635 23 0.5 0.996 0.498
ILMN_1681927 84717 1 0.996 0.996
ILMN_2325978 84717 1 0.996 0.996
ILMN_3239249 150160 1 0.798 0.798
ILMN_1728858 1956 0.25 0.996 0.249
ILMN_2325056 222962 1 0.877 0.877
ILMN_1701111 56261 1 0.996 0.996
ILMN_1769925 145741 1 0.996 0.996
ILMN_1725726 10202 1 0.996 0.996
ILMN_2384857 10202 1 0.996 0.996
ILMN_2387860 1588 1 0.996 0.996
ILMN_1678833 1230 1 0.996 0.996
ILMN_2319292 7849 1 0.996 0.996
ILMN_3185313 317762 1 0.996 0.996
ILMN_1667575 133396 0.428571428571429 0.996 0.426857142857143
ILMN_2057573 57488 1 0.996 0.996
ILMN_3248795 57180 1 0.986 0.986
ILMN_1698019 5641 1 0.996 0.996
ILMN_1697220 4907 1 0.996 0.996
ILMN_1737631 79957 1 0.996 0.996
ILMN_1689852 79957 0.285714285714286 0.996 0.284571428571429
ILMN_1670570 4601 0.333333333333333 0.996 0.332
ILMN_1776602 6038 1 0.996 0.996
ILMN_3203615 331 1 0.778 0.778
ILMN_1802669 5532 0.666666666666667 0.996 0.664
ILMN_1789106 3652 0.5 0.956 0.478
ILMN_1729476 58503 1 0.996 0.996
ILMN_1702609 84002 1 0.996 0.996
ILMN_2407464 10922 1 0.996 0.996
ILMN_1664098 10922 1 0.996 0.996
ILMN_1701468 3083 1 0.996 0.996
ILMN_1732039 8653 0.666666666666667 0.917 0.611333333333333
ILMN_1652578 7252 0.5 0.917 0.4585
ILMN_2209221 1761 1 0.996 0.996
ILMN_1670640 144348 1 0.996 0.996
ILMN_1762990 9812 0.75 0.996 0.747
ILMN_1790352 80235 1 0.996 0.996
ILMN_1664168 8402 1 0.996 0.996
ILMN_1756595 54436 1 0.996 0.996
ILMN_2247868 4791 0.166666666666667 0.996 0.166
ILMN_1685124 79600 1 0.996 0.996
ILMN_1665117 221477 1 0.996 0.996
ILMN_1693454 114821 1 0.996 0.996
ILMN_2229610 374900 0.666666666666667 0.996 0.664
ILMN_1684591 54925 1 0.996 0.996
ILMN_1796497 26034 0.333333333333333 0.996 0.332
ILMN_1710284 3280 1 0.996 0.996
ILMN_1667224 56833 1 0.996 0.996
ILMN_3289144 6130 0.5 0.917 0.4585
ILMN_1679267 7052 0.5 0.996 0.498
ILMN_1797236 7052 1 0.996 0.996
ILMN_3239799 26769 0.142857142857143 0.917 0.131
ILMN_1737640 158511 1 0.996 0.996
ILMN_1708631 101928787 1 0.996 0.996
ILMN_1774256 10942 1 0.996 0.996
ILMN_1774344 150000 1 0.996 0.996
ILMN_1672174 1889 1 0.996 0.996
ILMN_1736619 8929 1 0.996 0.996
ILMN_2233783 952 1 0.996 0.996
ILMN_2218648 55974 1 0.996 0.996
ILMN_3275672 1975 1 0.719 0.719
ILMN_3235477 8568 1 0.996 0.996
ILMN_3236561 127731 1 0.996 0.996
ILMN_1794085 22870 1 0.996 0.996
ILMN_1748157 8890 0.2 0.996 0.1992
ILMN_1778743 23676 1 0.996 0.996
ILMN_2162603 23676 1 0.996 0.996
ILMN_2380839 6625 1 0.996 0.996
ILMN_1732053 6625 1 0.996 0.996
ILMN_3248113 6625 1 0.996 0.996
ILMN_1776861 9001 1 0.9365 0.9365
ILMN_1713285 8775 1 0.996 0.996
ILMN_3248270 26786 1 0.996 0.996
ILMN_1789692 2011 0.5 0.996 0.498
ILMN_1719256 1163 1 0.996 0.996
ILMN_2041046 1163 1 0.996 0.996
ILMN_1708432 23236 0.5 0.996 0.498
ILMN_2383300 10076 1 0.996 0.996
ILMN_3275522 7167 0.666666666666667 0.679 0.452666666666667
ILMN_1686884 3556 0.375 0.996 0.3735
ILMN_1693471 283212 1 0.996 0.996
ILMN_1706056 377841 1 0.996 0.996
ILMN_1682487 283383 1 0.996 0.996
ILMN_1786920 5927 1 0.917 0.917
ILMN_1656992 338322 1 0.996 0.996
ILMN_1804663 7059 0.888888888888889 0.996 0.885333333333333
ILMN_1813243 29882 1 0.996 0.996
ILMN_1675015 347541 1 0.996 0.996
ILMN_2112357 146722 1 0.996 0.996
ILMN_2347805 55763 1 0.996 0.996
ILMN_2347807 55763 1 0.996 0.996
ILMN_1685682 5111 0.5 0.996 0.498
ILMN_2222443 22914 1 0.996 0.996
ILMN_1664994 9562 1 0.996 0.996
ILMN_1671045 6189 1 0.838 0.838
ILMN_1716384 64225 1 0.996 0.996
ILMN_3248223 677777 1 0.996 0.996
ILMN_1750188 27040 0.25 0.996 0.249
ILMN_1740864 79865 1 0.996 0.996
ILMN_2044293 84078 1 0.996 0.996
ILMN_3302522 221935 1 0.996 0.996
ILMN_1806520 389320 1 0.996 0.996
ILMN_1771689 55218 1 0.996 0.996
ILMN_1758606 219771 0.142857142857143 0.996 0.142285714285714
ILMN_1808657 2328 1 0.996 0.996
ILMN_3309669 664613 1 0.996 0.996
ILMN_1702663 643224 1 0.659 0.659
ILMN_1653821 148 0.285714285714286 0.996 0.284571428571429
ILMN_2212156 9360 1 0.996 0.996
ILMN_1807611 9360 1 0.996 0.996
ILMN_1697301 51046 1 0.996 0.996
ILMN_1855910 51046 1 0.996 0.996
ILMN_1698318 56891 1 0.996 0.996
ILMN_2397223 56891 1 0.996 0.996
ILMN_3308325 403339 1 0.996 0.996
ILMN_1731049 4249 1 0.996 0.996
ILMN_1730191 1646 0.333333333333333 0.996 0.332
ILMN_1798728 8725 1 0.996 0.996
ILMN_2406892 8725 1 0.996 0.996
ILMN_1724946 6692 1 0.996 0.996
ILMN_2375992 6692 1 0.996 0.996
ILMN_2198878 8821 1 0.996 0.996
ILMN_1698512 100652772 1 0.996 0.996
ILMN_1703314 79786 1 0.996 0.996
ILMN_2135175 26815 1 0.996 0.996
ILMN_2412046 57159 1 0.996 0.996
ILMN_3240108 692206 1 0.996 0.996
ILMN_1700031 23532 1 0.996 0.996
ILMN_2306033 23532 1 0.996 0.996
ILMN_1765833 9351 1 0.996 0.996
ILMN_1789394 117144 1 0.996 0.996
ILMN_1769264 64087 1 0.917 0.917
ILMN_3238516 440300 1 0.996 0.996
ILMN_1657361 23492 1 0.996 0.996
ILMN_3249524 163742 0.142857142857143 0.996 0.142285714285714
ILMN_2317186 286 1 0.996 0.996
ILMN_3281877 400558 1 0.996 0.996
ILMN_1755222 79886 1 0.996 0.996
ILMN_1663866 7045 1 0.996 0.996
ILMN_1678054 6737 1 0.996 0.996
ILMN_3246304 642843 1 0.996 0.996
ILMN_1732296 3399 1 0.996 0.996
ILMN_1741300 55628 0.333333333333333 0.996 0.332
ILMN_1753856 55628 0.5 0.996 0.498
ILMN_1652729 287 0.4 0.996 0.3984
ILMN_1732049 8818 1 0.996 0.996
ILMN_1734740 8477 1 0.996 0.996
ILMN_2232121 8477 1 0.996 0.996
ILMN_1703034 139422 1 0.996 0.996
ILMN_3226045 9798 1 0.937 0.937
ILMN_2413816 2888 0.666666666666667 0.996 0.664
ILMN_1700037 2888 0.666666666666667 0.996 0.664
ILMN_1793832 2888 1 0.996 0.996
ILMN_1793049 60467 1 0.996 0.996
ILMN_1805614 6095 0.2 0.996 0.1992
ILMN_1785379 7554 1 0.996 0.996
ILMN_2398939 4155 1 0.996 0.996
ILMN_1725186 100505679 1 0.917 0.917
ILMN_1782761 57569 1 0.996 0.996
ILMN_1773797 64682 0.555555555555556 0.956 0.531111111111111
ILMN_1730984 283092 1 0.996 0.996
ILMN_1692352 51135 0.555555555555556 0.996 0.553333333333333
ILMN_1767193 1378 1 0.996 0.996
ILMN_1742601 1378 1 0.996 0.996
ILMN_1697200 23041 1 0.996 0.996
ILMN_1797295 139135 1 0.996 0.996
ILMN_2175894 10236 1 0.996 0.996
ILMN_2081682 64744 1 0.996 0.996
ILMN_1781468 64744 1 0.917 0.917
ILMN_1763467 80741 1 0.996 0.996
ILMN_2413964 2566 1 0.996 0.996
ILMN_1782851 6892 1 0.996 0.996
ILMN_2413158 5420 1 0.996 0.996
ILMN_1680828 342574 1 0.996 0.996
ILMN_1811648 79877 1 0.996 0.996
ILMN_3250984 7555 1 0.996 0.996
ILMN_2125084 256130 0.5 0.996 0.498
ILMN_1801454 375519 0.5 0.996 0.498
ILMN_1711862 9616 1 0.996 0.996
ILMN_2110422 168507 1 0.996 0.996
ILMN_1727642 7841 1 0.996 0.996
ILMN_1674752 101927139 1 0.996 0.996
ILMN_3240617 440894 1 0.758 0.758
ILMN_1675844 9948 0.333333333333333 0.996 0.332
ILMN_3240765 63982 1 0.996 0.996
ILMN_2101339 26531 1 0.996 0.996
ILMN_1700985 11107 0.8 0.96625 0.773
ILMN_3246713 677807 1 0.996 0.996
ILMN_1751635 83394 1 0.996 0.996
ILMN_1785113 4594 1 0.996 0.996
ILMN_2078074 4594 1 0.917 0.917
ILMN_1725043 161823 1 0.824 0.824
ILMN_1796712 6281 1 0.857 0.857
ILMN_1731086 64843 1 0.996 0.996
ILMN_1711703 80262 1 0.996 0.996
ILMN_1684549 9584 0.285714285714286 0.996 0.284571428571429
ILMN_1758663 219493 1 0.996 0.996
ILMN_2110271 93145 1 0.996 0.996
ILMN_1746986 29985 0.5 0.996 0.498
ILMN_2406532 50848 1 0.996 0.996
ILMN_3240838 293 1 0.996 0.996
ILMN_1719531 285220 0.2 0.996 0.1992
ILMN_1654979 285220 0.4 0.996 0.3984
ILMN_1668242 5251 1 0.996 0.996
ILMN_1680644 54468 0.75 0.996 0.747
ILMN_1708016 116151 1 0.996 0.996
ILMN_2347145 1634 1 0.996 0.996
ILMN_1675523 8612 0.333333333333333 0.996 0.332
ILMN_1665781 6613 0.4 0.659 0.2636
ILMN_1687863 4047 0.4 0.996 0.3984
ILMN_1797342 23048 0.333333333333333 0.996 0.332
ILMN_1789596 2120 1 0.996 0.996
ILMN_2102752 10190 1 0.758 0.758
ILMN_1777853 129642 0.5 0.996 0.498
ILMN_1685472 80059 0.5 0.996 0.498
ILMN_1738675 5777 1 0.996 0.996
ILMN_1664122 5777 0.333333333333333 0.996 0.332
ILMN_1743367 8322 1 0.996 0.996
ILMN_1806721 2206 1 0.996 0.996
ILMN_1720184 51351 1 0.7185 0.7185
ILMN_1813399 490 1 0.996 0.996
ILMN_1717393 139411 1 0.996 0.996
ILMN_3202231 54221 1 0.996 0.996
ILMN_3300937 406952 0.333333333333333 0.996 0.332
ILMN_1764782 619207 1 0.679 0.679
ILMN_1736447 55891 1 0.996 0.996
ILMN_1743208 121441 1 0.996 0.996
ILMN_2206151 121441 1 0.996 0.996
ILMN_1718990 4798 1 0.996 0.996
ILMN_1782389 3898 1 0.996 0.996
ILMN_1701581 3898 1 0.996 0.996
ILMN_1651902 387496 1 0.996 0.996
ILMN_1660579 51379 1 0.996 0.996
ILMN_2155228 51379 1 0.996 0.996
ILMN_1769092 55194 1 0.996 0.996
ILMN_1774930 8556 0.4 0.996 0.3984
ILMN_1666090 93377 1 0.996 0.996
ILMN_1791164 79583 1 0.996 0.996
ILMN_2363843 5993 1 0.996 0.996
ILMN_3252969 401647 1 0.996 0.996
ILMN_1680781 64430 1 0.996 0.996
ILMN_3240893 51012 1 0.996 0.996
ILMN_3251540 2938 1 0.996 0.996
ILMN_3274435 10963 1 0.738 0.738
ILMN_1718936 7940 0.736842105263158 0.996 0.733894736842105
ILMN_1711049 9254 1 0.996 0.996
ILMN_3195563 353376 1 0.996 0.996
ILMN_1788347 85457 1 0.996 0.996
ILMN_1674338 643418 1 0.996 0.996
ILMN_3238264 768239 1 0.996 0.996
ILMN_2100871 11085 1 0.996 0.996
ILMN_2310685 3607 1 0.996 0.996
ILMN_2241317 3607 1 0.996 0.996
ILMN_1789826 390058 1 0.996 0.996
ILMN_1683215 84327 1 0.996 0.996
ILMN_1759242 121130 1 0.996 0.996
ILMN_2381197 25897 1 0.996 0.996
ILMN_1738362 25897 0.2 0.996 0.1992
ILMN_3310216 100302222 1 0.996 0.996
ILMN_1789492 29801 0.333333333333333 0.996 0.332
ILMN_2396287 5990 1 0.996 0.996
ILMN_1703284 84501 0.6 0.996 0.5976
ILMN_1701783 1638 1 0.996 0.996
ILMN_1729785 23678 0.25 0.996 0.249
ILMN_1747020 23678 1 0.996 0.996
ILMN_1678612 309 0.666666666666667 0.996 0.664
ILMN_3238102 339788 1 0.996 0.996
ILMN_3251491 7381 0.75 0.996 0.747
ILMN_1731688 152831 1 0.996 0.996
ILMN_1696622 145389 1 0.8575 0.8575
ILMN_3244487 441457 0.5 0.699 0.3495
ILMN_1712026 114548 1 0.996 0.996
ILMN_1753254 10723 1 0.917 0.917
ILMN_2331232 8771 1 0.996 0.996
ILMN_2331231 8771 1 0.996 0.996
ILMN_3199929 6191 1 0.738 0.738
ILMN_1661554 1729 1 0.996 0.996
ILMN_3242818 26766 1 0.996 0.996
ILMN_1712159 552 1 0.996 0.996
ILMN_2069196 93661 1 0.996 0.996
ILMN_2286253 1301 0.25 0.996 0.249
ILMN_2392803 1301 1 0.996 0.996
ILMN_3177727 57593 1 0.996 0.996
ILMN_1705679 9667 1 0.917 0.917
ILMN_1784516 118491 0.9 0.991555555555556 0.8924
ILMN_1697543 153218 1 0.996 0.996
ILMN_2329483 7179 1 0.996 0.996
ILMN_2318430 1983 1 0.996 0.996
ILMN_1773073 5264 1 0.996 0.996
ILMN_3307752 220107 0.5 0.996 0.498
ILMN_1654737 22954 1 0.996 0.996
ILMN_1664435 64682 0.333333333333333 0.996 0.332
ILMN_1654541 534 1 0.996 0.996
ILMN_1674778 534 0.666666666666667 0.996 0.664
ILMN_1669276 57495 1 0.996 0.996
ILMN_1695679 57495 1 0.996 0.996
ILMN_1736584 23263 0.142857142857143 0.996 0.142285714285714
ILMN_1736340 90806 1 0.996 0.996
ILMN_1724280 1960 0.25 0.996 0.249
ILMN_1674024 64376 1 0.996 0.996
ILMN_2397294 5332 1 0.996 0.996
ILMN_2355971 3028 1 0.996 0.996
ILMN_1750661 84261 1 0.996 0.996
ILMN_2247594 6176 0.5 0.996 0.498
ILMN_1689725 6176 1 0.996 0.996
ILMN_1764243 29018 1 0.996 0.996
ILMN_1653910 3320 1 0.917 0.917
ILMN_3239932 677832 1 0.996 0.996
ILMN_1707380 5549 1 0.996 0.996
ILMN_3237689 154822 1 0.996 0.996
ILMN_1759475 259285 1 0.996 0.996
ILMN_1813573 23067 1 0.996 0.996
ILMN_1666258 267 1 0.996 0.996
ILMN_1723116 267 1 0.996 0.996
ILMN_1668022 2044 1 0.9444 0.9444
ILMN_1767342 2044 0.6 0.996 0.5976
ILMN_1703244 81631 1 0.996 0.996
ILMN_2113102 5260 1 0.996 0.996
ILMN_1746243 26136 0.666666666666667 0.996 0.664
ILMN_1683415 817 1 0.996 0.996
ILMN_1658818 817 0.125 0.996 0.1245
ILMN_1799672 9696 0.8 0.996 0.7968
ILMN_1655610 5979 0.333333333333333 0.996 0.332
ILMN_1656297 54059 1 0.996 0.996
ILMN_1795836 54059 1 0.996 0.996
ILMN_2411127 54059 1 0.996 0.996
ILMN_1728626 11091 1 0.996 0.996
ILMN_1737087 11091 0.333333333333333 0.996 0.332
ILMN_1762631 7249 0.444444444444444 0.996 0.442666666666667
ILMN_1747741 285753 1 0.897 0.897
ILMN_1779951 56311 1 0.996 0.996
ILMN_2354930 56311 1 0.996 0.996
ILMN_1681263 27290 1 0.996 0.996
ILMN_1678116 653067 0.555555555555556 0.996 0.553333333333333
ILMN_2245241 7399 0.5 0.996 0.498
ILMN_1742203 143241 1 0.996 0.996
ILMN_1682601 10542 1 0.679 0.679
ILMN_1732808 27324 1 0.996 0.996
ILMN_1668586 3750 1 0.996 0.996
ILMN_1670305 710 1 0.996 0.996
ILMN_1677885 2329 1 0.996 0.996
ILMN_1728117 7080 1 0.996 0.996
ILMN_2373236 93377 1 0.996 0.996
ILMN_1734483 55108 1 0.996 0.996
ILMN_1711650 23630 1 0.996 0.996
ILMN_2377957 170850 1 0.996 0.996
ILMN_1740017 5542 0.666666666666667 0.986 0.657333333333333
ILMN_1729234 1200 1 0.996 0.996
ILMN_2266184 83988 0.222222222222222 0.976 0.216888888888889
ILMN_1786665 162655 0.666666666666667 0.996 0.664
ILMN_1724054 162655 0.666666666666667 0.996 0.664
ILMN_1743412 54414 1 0.996 0.996
ILMN_3247816 102725198 1 0.996 0.996
ILMN_2273921 5892 0.666666666666667 0.996 0.664
ILMN_2370907 5892 1 0.996 0.996
ILMN_2370910 5892 1 0.996 0.996
ILMN_1666624 11159 0.08 0.996 0.07968
ILMN_3245006 387856 1 0.996 0.996
ILMN_1725246 84342 1 0.996 0.996
ILMN_1800935 64801 1 0.996 0.996
ILMN_2239774 84985 0.333333333333333 0.996 0.332
ILMN_1752995 84985 1 0.996 0.996
ILMN_1783563 9095 1 0.996 0.996
ILMN_2048119 9095 1 0.996 0.996
ILMN_3237632 56926 1 0.996 0.996
ILMN_3280359 100288846 1 0.996 0.996
ILMN_1790562 2140 1 0.996 0.996
ILMN_1728353 2140 0.714285714285714 0.996 0.711428571428571
ILMN_1747389 10204 0.666666666666667 0.996 0.664
ILMN_1690636 259173 0.0909090909090909 0.996 0.0905454545454546
ILMN_1663057 57502 0.25 0.996 0.249
ILMN_3239922 146771 1 0.996 0.996
ILMN_2360028 4775 1 0.996 0.996
ILMN_1670385 79861 1 0.996 0.996
ILMN_2222768 85021 0.571428571428571 0.996 0.569142857142857
ILMN_2110829 6147 1 0.679 0.679
ILMN_1767441 144699 1 0.996 0.996
ILMN_1790317 25837 1 0.996 0.996
ILMN_1718783 2134 0.5 0.996 0.498
ILMN_1677301 653082 1 0.996 0.996
ILMN_1713875 4830 0.5 0.996 0.498
ILMN_3280382 101928370 1 0.996 0.996
ILMN_1675092 7436 0.5 0.996 0.498
ILMN_1668236 9312 1 0.996 0.996
ILMN_1748844 26034 1 0.996 0.996
ILMN_1725157 10783 0.1 0.798 0.0798
ILMN_1733115 57148 1 0.996 0.996
ILMN_3307683 57116 0.5 0.996 0.498
ILMN_1757467 3005 1 0.996 0.996
ILMN_2378404 100652824 1 0.996 0.996
ILMN_1782086 8639 1 0.996 0.996
ILMN_1736929 151056 1 0.996 0.996
ILMN_1781389 57115 1 0.996 0.996
ILMN_1798624 4337 1 0.996 0.996
ILMN_3264828 196074 1 0.719 0.719
ILMN_1695418 128239 1 0.996 0.996
ILMN_3246993 8329 0.2 0.996 0.1992
ILMN_1653292 5210 1 0.996 0.996
ILMN_3251217 283970 1 0.996 0.996
ILMN_1671820 283970 1 0.996 0.996
ILMN_1767842 246213 1 0.996 0.996
ILMN_1701966 286467 1 0.996 0.996
ILMN_1808290 286467 1 0.996 0.996
ILMN_1771841 8061 1 0.996 0.996
ILMN_1772686 89846 1 0.996 0.996
ILMN_1729857 1137 0.5 0.996 0.498
ILMN_1783996 64789 1 0.996 0.996
ILMN_2117569 64789 0.25 0.996 0.249
ILMN_3268883 100126784 1 0.996 0.996
ILMN_1796235 84916 1 0.996 0.996
ILMN_3239684 100130086 1 0.897 0.897
ILMN_3188110 55049 1 0.996 0.996
ILMN_1802376 55578 0.222222222222222 0.917 0.203777777777778
ILMN_1711772 146512 1 0.996 0.996
ILMN_1771878 26032 0.5 0.996 0.498
ILMN_1667199 58472 1 0.996 0.996
ILMN_1792922 6648 0.25 0.996 0.249
ILMN_1688295 51222 1 0.996 0.996
ILMN_2148507 81573 1 0.996 0.996
ILMN_1800958 65062 1 0.996 0.996
ILMN_1705663 23312 0.5 0.996 0.498
ILMN_1676870 2570 1 0.996 0.996
ILMN_1793360 378708 0.8 0.996 0.7968
ILMN_1788135 378708 0.2 0.996 0.1992
ILMN_1756590 90196 0.666666666666667 0.996 0.664
ILMN_1702105 10278 1 0.996 0.996
ILMN_1748027 192111 0.333333333333333 0.996 0.332
ILMN_1681945 3681 1 0.996 0.996
ILMN_1727862 89781 0.333333333333333 0.996 0.332
ILMN_1814710 26167 1 0.996 0.996
ILMN_1718266 9162 1 0.996 0.996
ILMN_3310514 693224 1 0.996 0.996
ILMN_1652580 5424 1 0.996 0.996
ILMN_1652309 123016 1 0.996 0.996
ILMN_3307678 164395 0.4 0.996 0.3984
ILMN_1805999 4642 1 0.996 0.996
ILMN_3244216 677679 1 0.996 0.996
ILMN_1676213 27286 1 0.996 0.996
ILMN_1797526 400120 1 0.996 0.996
ILMN_1714417 5664 1 0.996 0.996
ILMN_1664089 286076 1 0.996 0.996
ILMN_1670001 4584 0.333333333333333 0.996 0.332
ILMN_3309980 693128 1 0.996 0.996
